State_Name,District_Name,Season,Crop,PPA
Bihar,ROHTAS,Whole Year ,Turmeric,37.78753659
Bihar,ROHTAS,Winter     ,Rice,2.883887041
Bihar,SAHARSA,Autumn     ,Rice,3.494231743
Bihar,SAHARSA,Kharif     ,Urad,13.5
Bihar,SAHARSA,Rabi       ,Wheat,5.331018519
Bihar,SAHARSA,Summer     ,Rice,3.718768834
Bihar,SAHARSA,Whole Year ,Turmeric,46.79820658
Bihar,SAHARSA,Winter     ,Rice,1.252774886
Bihar,SAMASTIPUR,Autumn     ,Rice,1.938526049
Bihar,SAMASTIPUR,Kharif     ,Urad,18.5
Bihar,SAMASTIPUR,Rabi       ,Wheat,12.75
Bihar,SAMASTIPUR,Summer     ,Rice,3.066179273
Bihar,SAMASTIPUR,Whole Year ,Turmeric,36.08890239
Bihar,SAMASTIPUR,Winter     ,Rice,1.013641228
Bihar,SARAN,Autumn     ,Rice,1.698445116
Bihar,SARAN,Kharif     ,Urad,7.831730769
Bihar,SARAN,Rabi       ,Wheat,14.70588235
Bihar,SARAN,Summer     ,Rice,2.738311104
Bihar,SARAN,Whole Year ,Tobacco,41.9326912
Bihar,SARAN,Winter     ,Rice,1.484007917
Bihar,SHEIKHPURA,Autumn     ,Rice,1.396618038
Bihar,SHEIKHPURA,Kharif     ,Urad,7.5
Bihar,SHEIKHPURA,Rabi       ,Wheat,3.907936953
Bihar,SHEIKHPURA,Summer     ,Rice,2.961607089
Bihar,SHEIKHPURA,Whole Year ,Sugarcane,43.60018376
Bihar,SHEIKHPURA,Winter     ,Rice,1.786454056
Bihar,SHEOHAR,Autumn     ,Rice,2.636333432
Bihar,SHEOHAR,Kharif     ,Sunflower,10
Bihar,SHEOHAR,Rabi       ,Wheat,7.56097561
Bihar,SHEOHAR,Summer     ,Rice,3.0940802
Bihar,SHEOHAR,Whole Year ,Turmeric,48.54559482
Bihar,SHEOHAR,Winter     ,Rice,0.941676631
Bihar,SITAMARHI,Autumn     ,Rice,2.193780608
Bihar,SITAMARHI,Kharif     ,Urad,12.10144928
Bihar,SITAMARHI,Rabi       ,Wheat,12.03418803
Bihar,SITAMARHI,Summer     ,Rice,2.97495759
Bihar,SITAMARHI,Whole Year ,Turmeric,44.30990347
Bihar,SITAMARHI,Winter     ,Rice,1.0273421
Bihar,SIWAN,Autumn     ,Rice,1.988445205
Bihar,SIWAN,Kharif     ,Urad,13.57575758
Bihar,SIWAN,Rabi       ,Wheat,14.7
Bihar,SIWAN,Summer     ,Rice,2.746667586
Bihar,SIWAN,Whole Year ,Turmeric,41.68660339
Bihar,SIWAN,Winter     ,Rice,1.334812687
Bihar,SUPAUL,Autumn     ,Rice,3.20408603
Bihar,SUPAUL,Kharif     ,Urad,13.57246377
Bihar,SUPAUL,Rabi       ,Wheat,5.329905063
Bihar,SUPAUL,Summer     ,Rice,3.586560712
Bihar,SUPAUL,Whole Year ,Turmeric,49.13822931
Bihar,SUPAUL,Winter     ,Rice,1.325312096
Bihar,VAISHALI,Autumn     ,Rice,2.121020765
Bihar,VAISHALI,Kharif     ,Urad,12.1083815
Bihar,VAISHALI,Rabi       ,Wheat,8.019986056
Bihar,VAISHALI,Summer     ,Rice,3.155005062
Bihar,VAISHALI,Whole Year ,Turmeric,43.41072094
Bihar,VAISHALI,Winter     ,Rice,1.21301778
Chandigarh,CHANDIGARH,Kharif     ,Urad,4.703846154
Chandigarh,CHANDIGARH,Rabi       ,Wheat,4.519956326
Chandigarh,CHANDIGARH,Whole Year ,Potato,21.11111111
Chhattisgarh,BALOD,Kharif     ,Urad,1.938701923
Chhattisgarh,BALOD,Rabi       ,Wheat,1.110151973
Chhattisgarh,BALOD,Whole Year ,Turmeric,25.03055556
Chhattisgarh,BALODA BAZAR,Kharif     ,Urad,2.445233266
Chhattisgarh,BALODA BAZAR,Rabi       ,Wheat,8.909126984
Chhattisgarh,BALODA BAZAR,Whole Year ,Turmeric,36.627886
Chhattisgarh,BALRAMPUR,Kharif     ,Urad,48.28401025
Chhattisgarh,BALRAMPUR,Rabi       ,Wheat,20.33333333
Chhattisgarh,BALRAMPUR,Summer     ,Sunflower,13.45555556
Chhattisgarh,BALRAMPUR,Whole Year ,Turmeric,23.29707792
Chhattisgarh,BASTAR,Kharif     ,Urad,6.37037037
Chhattisgarh,BASTAR,Rabi       ,Wheat,5.698402029
Chhattisgarh,BASTAR,Whole Year ,Turmeric,46.7494028
Chhattisgarh,BEMETARA,Kharif     ,Urad,1.662915272
Chhattisgarh,BEMETARA,Rabi       ,Wheat,6.222222222
Chhattisgarh,BEMETARA,Whole Year ,Turmeric,24.9202498
Chhattisgarh,BIJAPUR,Kharif     ,Urad,1.89985119
Chhattisgarh,BIJAPUR,Rabi       ,Wheat,1.5
Chhattisgarh,BIJAPUR,Whole Year ,Turmeric,38.97470238
Chhattisgarh,BILASPUR,Kharif     ,Urad,5.373015873
Chhattisgarh,BILASPUR,Rabi       ,Wheat,5.49355415
Chhattisgarh,BILASPUR,Summer     ,Moong(Green Gram),
Chhattisgarh,BILASPUR,Whole Year ,Turmeric,38.3702381
Chhattisgarh,DANTEWADA,Kharif     ,Urad,7.6
Chhattisgarh,DANTEWADA,Rabi       ,Wheat,7.4
Chhattisgarh,DANTEWADA,Whole Year ,Turmeric,38.60650845
Chhattisgarh,DHAMTARI,Kharif     ,Urad,9.470899471
Chhattisgarh,DHAMTARI,Rabi       ,Wheat,6.927179963
Chhattisgarh,DHAMTARI,Whole Year ,Turmeric,49.09122795
Chhattisgarh,DURG,Kharif     ,Urad,6.166666667
Chhattisgarh,DURG,Rabi       ,Wheat,5.04271978
Chhattisgarh,DURG,Whole Year ,Turmeric,40.80900621
Chhattisgarh,GARIYABAND,Kharif     ,Urad,8.2
Chhattisgarh,GARIYABAND,Rabi       ,Wheat,8.4437519
Chhattisgarh,GARIYABAND,Whole Year ,Turmeric,35.13404977
Chhattisgarh,JANJGIR-CHAMPA,Kharif     ,Urad,6.58727654
Chhattisgarh,JANJGIR-CHAMPA,Rabi       ,Wheat,5.39859367
Chhattisgarh,JANJGIR-CHAMPA,Whole Year ,Turmeric,33.29860994
Chhattisgarh,JASHPUR,Kharif     ,Urad,5.324611715
Chhattisgarh,JASHPUR,Rabi       ,Wheat,5.129769289
Chhattisgarh,JASHPUR,Whole Year ,Turmeric,35.5
Chhattisgarh,KABIRDHAM,Kharif     ,Urad,8.529179207
Chhattisgarh,KABIRDHAM,Rabi       ,Wheat,4.932286573
Chhattisgarh,KABIRDHAM,Whole Year ,Turmeric,39.15921856
Chhattisgarh,KANKER,Kharif     ,Urad,7.5
Chhattisgarh,KANKER,Rabi       ,Wheat,5.408503401
Chhattisgarh,KANKER,Whole Year ,Turmeric,42.5749082
Chhattisgarh,KONDAGAON,Kharif     ,Urad,6.6627886
Chhattisgarh,KONDAGAON,Rabi       ,Wheat,6.29110472
Chhattisgarh,KONDAGAON,Whole Year ,Turmeric,33.62737536
Chhattisgarh,KORBA,Kharif     ,Urad,6.733333333
Chhattisgarh,KORBA,Rabi       ,Wheat,5.093289163
Chhattisgarh,KORBA,Whole Year ,Turmeric,32.91333333
Chhattisgarh,KOREA,Kharif     ,Urad,1.730179645
Chhattisgarh,KOREA,Rabi       ,Wheat,4.439675559
Chhattisgarh,KOREA,Whole Year ,Turmeric,31.11111111
Chhattisgarh,MAHASAMUND,Kharif     ,Urad,2.33509585
Chhattisgarh,MAHASAMUND,Rabi       ,other misc. pulses,6.69875541
Chhattisgarh,MAHASAMUND,Whole Year ,Turmeric,45.09421992
Chhattisgarh,MUNGELI,Kharif     ,Urad,1.996758966
Chhattisgarh,MUNGELI,Rabi       ,Wheat,6.61662063
Chhattisgarh,MUNGELI,Whole Year ,Sweet potato,33.16923077
Chhattisgarh,NARAYANPUR,Kharif     ,Urad,2.888888889
Chhattisgarh,NARAYANPUR,Rabi       ,Wheat,6.666666667
Chhattisgarh,NARAYANPUR,Whole Year ,Turmeric,38.78125
Chhattisgarh,RAIGARH,Kharif     ,Urad,1.847614408
Chhattisgarh,RAIGARH,Rabi       ,Wheat,5.693849478
Chhattisgarh,RAIGARH,Whole Year ,Turmeric,29.30121127
Chhattisgarh,RAIPUR,Kharif     ,Urad,7.333333333
Chhattisgarh,RAIPUR,Rabi       ,Wheat,6.812415285
Chhattisgarh,RAIPUR,Whole Year ,Turmeric,43.90698052
Chhattisgarh,RAJNANDGAON,Kharif     ,Urad,7.308896104
Chhattisgarh,RAJNANDGAON,Rabi       ,Wheat,5.150891965
Chhattisgarh,RAJNANDGAON,Whole Year ,Turmeric,42.75401103
Chhattisgarh,SUKMA,Kharif     ,Urad,2.224708263
Chhattisgarh,SUKMA,Rabi       ,Wheat,1
Chhattisgarh,SUKMA,Whole Year ,Turmeric,35.38724588
Chhattisgarh,SURAJPUR,Kharif     ,Urad,1.708702127
Chhattisgarh,SURAJPUR,Rabi       ,Wheat,5.299730136
Chhattisgarh,SURAJPUR,Whole Year ,Turmeric,5.015280916
Chhattisgarh,SURGUJA,Kharif     ,Urad,5
Chhattisgarh,SURGUJA,Rabi       ,Wheat,5.075615514
Chhattisgarh,SURGUJA,Whole Year ,Turmeric,28.71327216
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif     ,Urad,71.21636637
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Rabi       ,Rice,25
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Winter     ,Wheat,77.5
Goa,NORTH GOA,Kharif     ,Rice,2.614924403
Goa,NORTH GOA,Rabi       ,Rice,2.787733334
Goa,NORTH GOA,Whole Year ,Sugarcane,3304.455073
Goa,SOUTH GOA,Kharif     ,Rice,2.441523989
Goa,SOUTH GOA,Rabi       ,Rice,2.817589805
Goa,SOUTH GOA,Whole Year ,Sugarcane,3305.219992
Gujarat,AHMADABAD,Kharif     ,other oilseeds,1.866118758
Gujarat,AHMADABAD,Rabi       ,Wheat,22
Gujarat,AHMADABAD,Summer     ,Rice,3.022542664
Gujarat,AHMADABAD,Whole Year ,other oilseeds,64.26282051
Gujarat,AMRELI,Kharif     ,other oilseeds,2.706830336
Gujarat,AMRELI,Rabi       ,Wheat,26.88502506
Gujarat,AMRELI,Summer     ,Sesamum,16.97953216
Gujarat,AMRELI,Whole Year ,Sugarcane,77
Gujarat,ANAND,Kharif     ,other oilseeds,3.656697974
Gujarat,ANAND,Rabi       ,Wheat,27.6875
Gujarat,ANAND,Summer     ,Urad,2.871458503
Gujarat,ANAND,Whole Year ,other oilseeds,73.77713625
Gujarat,BANAS KANTHA,Kharif     ,other oilseeds,2.920536546
Gujarat,BANAS KANTHA,Rabi       ,Wheat,20.55555556
Gujarat,BANAS KANTHA,Summer     ,Moong(Green Gram),2.080458224
Gujarat,BANAS KANTHA,Whole Year ,Tobacco,50
Gujarat,BHARUCH,Kharif     ,other oilseeds,1.85661399
Gujarat,BHARUCH,Rabi       ,Wheat,12
Gujarat,BHARUCH,Summer     ,Sesamum,14.64444444
Gujarat,BHARUCH,Whole Year ,other oilseeds,64.67462768
Gujarat,BHAVNAGAR,Kharif     ,other oilseeds,2.731091526
Gujarat,BHAVNAGAR,Rabi       ,Wheat,28.21164181
Gujarat,BHAVNAGAR,Summer     ,Sesamum,28.05300546
Gujarat,BHAVNAGAR,Whole Year ,Tobacco,65.34615385
Gujarat,DANG,Kharif     ,other oilseeds,1.403199099
Gujarat,DANG,Rabi       ,Wheat,28.4
Gujarat,DANG,Summer     ,Moong(Green Gram),1.68984127
Gujarat,DANG,Whole Year ,other oilseeds,62
Gujarat,DOHAD,Kharif     ,other oilseeds,2.112996032
Gujarat,DOHAD,Rabi       ,Wheat,27.36397059
Gujarat,DOHAD,Summer     ,Moong(Green Gram),1.794458874
Gujarat,DOHAD,Whole Year ,other oilseeds,27.963868
Gujarat,GANDHINAGAR,Kharif     ,Urad,3.365195919
Gujarat,GANDHINAGAR,Rabi       ,Wheat,14
Gujarat,GANDHINAGAR,Summer     ,Rice,2.977777778
Gujarat,GANDHINAGAR,Whole Year ,Tobacco,53.19266055
Gujarat,JAMNAGAR,Kharif     ,other oilseeds,3.504147544
Gujarat,JAMNAGAR,Rabi       ,Wheat,23.54063521
Gujarat,JAMNAGAR,Summer     ,Urad,27
Gujarat,JAMNAGAR,Whole Year ,other oilseeds,71.78231293
Gujarat,JUNAGADH,Kharif     ,other oilseeds,3.870494966
Gujarat,JUNAGADH,Rabi       ,Wheat,25.61328273
Gujarat,JUNAGADH,Summer     ,Urad,26.05555556
Gujarat,JUNAGADH,Whole Year ,other oilseeds,78.85625729
Gujarat,KACHCHH,Kharif     ,other oilseeds,3.180433454
Gujarat,KACHCHH,Rabi       ,Wheat,27.61439565
Gujarat,KACHCHH,Summer     ,Sesamum,24.125
Gujarat,KACHCHH,Whole Year ,Sugarcane,68.92708333
Gujarat,KHEDA,Kharif     ,other oilseeds,2.664908045
Gujarat,KHEDA,Rabi       ,Wheat,24.33333333
Gujarat,KHEDA,Summer     ,Rice,3.167241611
Gujarat,KHEDA,Whole Year ,other oilseeds,59.67460317
Gujarat,MAHESANA,Kharif     ,other oilseeds,2.595819702
Gujarat,MAHESANA,Rabi       ,Wheat,25.375
Gujarat,MAHESANA,Summer     ,Moong(Green Gram),2.368602898
Gujarat,MAHESANA,Whole Year ,other oilseeds,26.69861111
Gujarat,NARMADA,Kharif     ,other oilseeds,2.551682317
Gujarat,NARMADA,Rabi       ,Wheat,22
Gujarat,NARMADA,Summer     ,Sesamum,235
Gujarat,NARMADA,Whole Year ,other oilseeds,67.95651076
Gujarat,NAVSARI,Kharif     ,other oilseeds,2.435518258
Gujarat,NAVSARI,Rabi       ,Wheat,28.75
Gujarat,NAVSARI,Summer     ,Urad,3.13012098
Gujarat,NAVSARI,Whole Year ,other oilseeds,68.96666667
Gujarat,PANCH MAHALS,Kharif     ,other oilseeds,2.019162909
Gujarat,PANCH MAHALS,Rabi       ,Wheat,27.08333333
Gujarat,PANCH MAHALS,Summer     ,Urad,14.6984127
Gujarat,PANCH MAHALS,Whole Year ,other oilseeds,62.77777778
Gujarat,PATAN,Kharif     ,other oilseeds,17
Gujarat,PATAN,Rabi       ,Wheat,3
Gujarat,PATAN,Summer     ,Moong(Green Gram),2.383729835
Gujarat,PATAN,Whole Year ,other oilseeds,24.10761905
Gujarat,PORBANDAR,Kharif     ,other oilseeds,3.413746956
Gujarat,PORBANDAR,Rabi       ,Wheat,26.99468623
Gujarat,PORBANDAR,Summer     ,Urad,2.486772487
Gujarat,PORBANDAR,Whole Year ,other oilseeds,28.71128594
Gujarat,RAJKOT,Kharif     ,other oilseeds,3.640096564
Gujarat,RAJKOT,Rabi       ,Wheat,28.85534528
Gujarat,RAJKOT,Summer     ,Urad,23.39285714
Gujarat,RAJKOT,Whole Year ,Sugarcane,75.5
Gujarat,SABAR KANTHA,Kharif     ,Urad,2.650664127
Gujarat,SABAR KANTHA,Rabi       ,Wheat,16.66666667
Gujarat,SABAR KANTHA,Summer     ,Urad,2.232187992
Gujarat,SABAR KANTHA,Whole Year ,Tobacco,71.5
Gujarat,SURAT,Kharif     ,other oilseeds,2.396780701
Gujarat,SURAT,Rabi       ,Wheat,26.94047619
Gujarat,SURAT,Summer     ,Urad,3.14011041
Gujarat,SURAT,Whole Year ,other oilseeds,69.8318141
Gujarat,SURENDRANAGAR,Kharif     ,other oilseeds,2.258985663
Gujarat,SURENDRANAGAR,Rabi       ,Wheat,26.60625
Gujarat,SURENDRANAGAR,Summer     ,Sesamum,25
Gujarat,SURENDRANAGAR,Whole Year ,other oilseeds,66.48809524
Gujarat,TAPI,Kharif     ,other oilseeds,2
Gujarat,TAPI,Rabi       ,Wheat,20
Gujarat,TAPI,Summer     ,Urad,17
Gujarat,TAPI,Whole Year ,Sugarcane,74.3
Gujarat,VADODARA,Kharif     ,Urad,2.496272969
Gujarat,VADODARA,Rabi       ,Wheat,29.16666667
Gujarat,VADODARA,Summer     ,Urad,2.095069478
Gujarat,VADODARA,Whole Year ,Tobacco,69.08152498
Gujarat,VALSAD,Kharif     ,other oilseeds,1.984732977
Gujarat,VALSAD,Rabi       ,Wheat,4
Gujarat,VALSAD,Summer     ,Urad,3.066210029
Gujarat,VALSAD,Whole Year ,other oilseeds,60.90712348
Haryana,AMBALA,Kharif     ,Urad,3.28716111
Haryana,AMBALA,Rabi       ,other oilseeds,3.770340292
Haryana,AMBALA,Whole Year ,Turmeric,54.8826769
Haryana,BHIWANI,Kharif     ,Urad,2.360536639
Haryana,BHIWANI,Rabi       ,Wheat,3.445685038
Haryana,BHIWANI,Whole Year ,Sugarcane,50.67092515
Haryana,FARIDABAD,Kharif     ,Urad,2.577138837
Haryana,FARIDABAD,Rabi       ,Wheat,4.137518907
Haryana,FARIDABAD,Whole Year ,Sweet potato,49.95612212
Haryana,FATEHABAD,Kharif     ,Urad,3.628491921
Haryana,FATEHABAD,Rabi       ,Wheat,4.493085844
Haryana,FATEHABAD,Whole Year ,Sugarcane,66.29303634
Haryana,GURGAON,Kharif     ,Urad,2.790002479
Haryana,GURGAON,Rabi       ,Wheat,3.910594634
Haryana,GURGAON,Whole Year ,Sweet potato,35.5664488
Haryana,HISAR,Kharif     ,Urad,2.915468333
Haryana,HISAR,Rabi       ,Wheat,4.270009462
Haryana,HISAR,Whole Year ,Sweet potato,48.10977625
Haryana,JHAJJAR,Kharif     ,Urad,2.199865766
Haryana,JHAJJAR,Rabi       ,Wheat,3.968643561
Haryana,JHAJJAR,Whole Year ,Sweet potato,49.06240679
Haryana,JIND,Kharif     ,Urad,2.735070148
Haryana,JIND,Rabi       ,Wheat,4.271998041
Haryana,JIND,Whole Year ,Turmeric,52.32249363
Haryana,KAITHAL,Kharif     ,Urad,2.875349677
Haryana,KAITHAL,Rabi       ,Wheat,4.437404415
Haryana,KAITHAL,Whole Year ,Turmeric,53.33642357
Haryana,KARNAL,Kharif     ,Urad,3.116831161
Haryana,KARNAL,Rabi       ,Wheat,4.456015866
Haryana,KARNAL,Whole Year ,Turmeric,286.361166
Haryana,KURUKSHETRA,Kharif     ,other oilseeds,3.477561398
Haryana,KURUKSHETRA,Rabi       ,other oilseeds,4.482893221
Haryana,KURUKSHETRA,Whole Year ,Turmeric,60.58752428
Haryana,MAHENDRAGARH,Kharif     ,Urad,2.320193958
Haryana,MAHENDRAGARH,Rabi       ,Wheat,4.128318614
Haryana,MAHENDRAGARH,Whole Year ,Sweet potato,21.01117383
Haryana,MEWAT,Kharif     ,Urad,2.714023665
Haryana,MEWAT,Rabi       ,Wheat,3.807111899
Haryana,MEWAT,Whole Year ,Sweet potato,59.57813637
Haryana,PALWAL,Kharif     ,Urad,4.566210046
Haryana,PALWAL,Rabi       ,Wheat,4.687655495
Haryana,PALWAL,Whole Year ,Sweet potato,36.18532921
Haryana,PANCHKULA,Kharif     ,Urad,2.873892136
Haryana,PANCHKULA,Rabi       ,Wheat,2.642282301
Haryana,PANCHKULA,Whole Year ,Turmeric,68.02638588
Haryana,PANIPAT,Kharif     ,Urad,2.42473887
Haryana,PANIPAT,Rabi       ,other oilseeds,4.439255324
Haryana,PANIPAT,Whole Year ,Turmeric,59.4340696
Haryana,REWARI,Kharif     ,Urad,3.370550026
Haryana,REWARI,Rabi       ,Wheat,4.254470103
Haryana,REWARI,Whole Year ,Tobacco,16.44102184
Haryana,ROHTAK,Kharif     ,Urad,2.008233821
Haryana,ROHTAK,Rabi       ,Wheat,3.926369308
Haryana,ROHTAK,Whole Year ,Sweet potato,47.47077576
Haryana,SIRSA,Kharif     ,Urad,3.132923487
Haryana,SIRSA,Rabi       ,Wheat,4.340940832
Haryana,SIRSA,Whole Year ,Turmeric,50.78056393
Haryana,SONIPAT,Kharif     ,Urad,2.712128572
Haryana,SONIPAT,Rabi       ,Wheat,4.276755965
Haryana,SONIPAT,Whole Year ,Sweet potato,54.70005743
Haryana,YAMUNANAGAR,Kharif     ,Urad,3.24447463
Haryana,YAMUNANAGAR,Rabi       ,Wheat,3.952374544
Haryana,YAMUNANAGAR,Whole Year ,Turmeric,50.36037939
Himachal Pradesh,BILASPUR,Kharif     ,Urad,14.25641026
Himachal Pradesh,BILASPUR,Rabi       ,Wheat,6.950854701
Himachal Pradesh,BILASPUR,Whole Year ,Turmeric,6.979442654
Himachal Pradesh,CHAMBA,Kharif     ,Urad,10.00994934
Himachal Pradesh,CHAMBA,Rabi       ,Wheat,8.842937611
Himachal Pradesh,CHAMBA,Whole Year ,Tobacco,9.707654697
Himachal Pradesh,HAMIRPUR,Kharif     ,Urad,12.49331551
Himachal Pradesh,HAMIRPUR,Rabi       ,Wheat,6.884615385
Himachal Pradesh,HAMIRPUR,Whole Year ,Turmeric,8.601972102
Himachal Pradesh,KANGRA,Kharif     ,Urad,14.35864991
Himachal Pradesh,KANGRA,Rabi       ,Wheat,7.577197196
Himachal Pradesh,KANGRA,Whole Year ,Turmeric,9.955703883
Himachal Pradesh,KINNAUR,Kharif     ,Urad,6.45451662
Himachal Pradesh,KINNAUR,Rabi       ,Wheat,1.733158513
Himachal Pradesh,KINNAUR,Whole Year ,Potato,7.864949941
Himachal Pradesh,KULLU,Kharif     ,Urad,11.78081175
Himachal Pradesh,KULLU,Rabi       ,Wheat,8.928431318
Himachal Pradesh,KULLU,Whole Year ,Tobacco,6.870387942
Himachal Pradesh,LAHUL AND SPITI,Kharif     ,Small millets,18.64153698
Himachal Pradesh,LAHUL AND SPITI,Rabi       ,Wheat,5.538155246
Himachal Pradesh,LAHUL AND SPITI,Whole Year ,Potato,17.45046818
Himachal Pradesh,MANDI,Kharif     ,Urad,8.798996053
Himachal Pradesh,MANDI,Rabi       ,Wheat,7.189596736
Himachal Pradesh,MANDI,Whole Year ,Turmeric,11.07614676
Himachal Pradesh,SHIMLA,Kharif     ,Urad,12.5
Himachal Pradesh,SHIMLA,Rabi       ,Wheat,8.275634861
Himachal Pradesh,SHIMLA,Whole Year ,Turmeric,8.27941573
Himachal Pradesh,SIRMAUR,Kharif     ,Urad,28.35872288
Himachal Pradesh,SIRMAUR,Rabi       ,Wheat,10.18067151
Himachal Pradesh,SIRMAUR,Whole Year ,Turmeric,10.87647528
Himachal Pradesh,SOLAN,Kharif     ,Urad,15.02306027
Himachal Pradesh,SOLAN,Rabi       ,Wheat,8.117401204
Himachal Pradesh,SOLAN,Whole Year ,Turmeric,10.28991597
Himachal Pradesh,UNA,Kharif     ,Urad,16.49056353
Himachal Pradesh,UNA,Rabi       ,Wheat,11.4302753
Himachal Pradesh,UNA,Whole Year ,Turmeric,13.81227267
Jammu and Kashmir ,ANANTNAG,Kharif     ,Urad,6.901757889
Jammu and Kashmir ,ANANTNAG,Rabi       ,Wheat,8.77375
Jammu and Kashmir ,ANANTNAG,Whole Year ,Potato,13.14214703
Jammu and Kashmir ,BADGAM,Kharif     ,Urad,5.012765957
Jammu and Kashmir ,BADGAM,Rabi       ,Wheat,9.577628939
Jammu and Kashmir ,BADGAM,Whole Year ,Potato,13.22729122
Jammu and Kashmir ,BANDIPORA,Kharif     ,Urad,9.582906852
Jammu and Kashmir ,BANDIPORA,Rabi       ,Rapeseed &Mustard,19.1085953
Jammu and Kashmir ,BARAMULLA,Kharif     ,Wheat,11.43083624
Jammu and Kashmir ,BARAMULLA,Rabi       ,other oilseeds,0.844521133
Jammu and Kashmir ,BARAMULLA,Whole Year ,Potato,8.196455727
Jammu and Kashmir ,DODA,Kharif     ,Wheat,4.647592593
Jammu and Kashmir ,DODA,Rabi       ,Wheat,2.566452991
Jammu and Kashmir ,DODA,Whole Year ,Potato,5.872796935
Jammu and Kashmir ,GANDERBAL,Kharif     ,Rice,3.253735632
Jammu and Kashmir ,GANDERBAL,Rabi       ,Rapeseed &Mustard,1.564696753
Jammu and Kashmir ,JAMMU,Kharif     ,other oilseeds,6.080705423
Jammu and Kashmir ,JAMMU,Rabi       ,other oilseeds,21.51962423
Jammu and Kashmir ,JAMMU,Whole Year ,other oilseeds,13.07402597
Jammu and Kashmir ,KARGIL,Kharif     ,Small millets,9.353571429
Jammu and Kashmir ,KARGIL,Rabi       ,Wheat,9.338095238
Jammu and Kashmir ,KARGIL,Whole Year ,Turnip,0.638888889
Jammu and Kashmir ,KATHUA,Kharif     ,Urad,5
Jammu and Kashmir ,KATHUA,Rabi       ,other oilseeds,22.52382155
Jammu and Kashmir ,KATHUA,Whole Year ,Turmeric,6.798086175
Jammu and Kashmir ,KISHTWAR,Kharif     ,Wheat,6.820943396
Jammu and Kashmir ,KISHTWAR,Rabi       ,Wheat,2.55
Jammu and Kashmir ,KULGAM,Kharif     ,Urad,1.947321429
Jammu and Kashmir ,KULGAM,Rabi       ,Wheat,9.524501425
Jammu and Kashmir ,KUPWARA,Kharif     ,Small millets,6.955767762
Jammu and Kashmir ,KUPWARA,Rabi       ,Wheat,1.18013468
Jammu and Kashmir ,KUPWARA,Whole Year ,Potato,10.42028986
Jammu and Kashmir ,LEH LADAKH,Kharif     ,Small millets,9.3
Jammu and Kashmir ,LEH LADAKH,Rabi       ,Wheat,9.332539378
Jammu and Kashmir ,LEH LADAKH,Whole Year ,Turnip,9.33531746
Jammu and Kashmir ,POONCH,Kharif     ,Urad,3.75
Jammu and Kashmir ,POONCH,Rabi       ,Wheat,1.405591811
Jammu and Kashmir ,POONCH,Whole Year ,Sannhamp,8.666666667
Jammu and Kashmir ,PULWAMA,Kharif     ,Urad,4.0875
Jammu and Kashmir ,PULWAMA,Rabi       ,Wheat,9.380655017
Jammu and Kashmir ,PULWAMA,Whole Year ,Potato,14.84257854
Jammu and Kashmir ,RAJAURI,Kharif     ,other oilseeds,2.380881454
Jammu and Kashmir ,RAJAURI,Rabi       ,Wheat,1.529235119
Jammu and Kashmir ,RAJAURI,Whole Year ,Turmeric,5.916666667
Jammu and Kashmir ,RAMBAN,Kharif     ,Rice,0.929338512
Jammu and Kashmir ,RAMBAN,Rabi       ,Wheat,0.877370977
Jammu and Kashmir ,REASI,Kharif     ,Urad,1.306543013
Jammu and Kashmir ,REASI,Rabi       ,Wheat,17.7925
Jammu and Kashmir ,SAMBA,Kharif     ,other oilseeds,5.566666667
Jammu and Kashmir ,SAMBA,Rabi       ,other oilseeds,18.3125
Jammu and Kashmir ,SHOPIAN,Kharif     ,Rice,8.067955102
Jammu and Kashmir ,SHOPIAN,Rabi       ,Rapeseed &Mustard,2.358333333
Jammu and Kashmir ,SRINAGAR,Kharif     ,other oilseeds,8.876455026
Jammu and Kashmir ,SRINAGAR,Rabi       ,other oilseeds,7.99067562
Jammu and Kashmir ,SRINAGAR,Whole Year ,other oilseeds,9.826618049
Jammu and Kashmir ,UDHAMPUR,Kharif     ,Urad,7.648504568
Jammu and Kashmir ,UDHAMPUR,Rabi       ,other oilseeds,14.01646465
Jammu and Kashmir ,UDHAMPUR,Whole Year ,Turmeric,7.034980114
Jharkhand,BOKARO,Autumn     ,Rice,1.032972355
Jharkhand,BOKARO,Rabi       ,Wheat,9.712783811
Jharkhand,BOKARO,Winter     ,Rice,48.34268062
Jharkhand,CHATRA,Autumn     ,Rice,1.460169957
Jharkhand,CHATRA,Kharif     ,Arhar/Tur,1.815001394
Jharkhand,CHATRA,Rabi       ,Wheat,6.247436705
Jharkhand,CHATRA,Whole Year ,Sugarcane,43.36038975
Jharkhand,CHATRA,Winter     ,Rice,9.88717123
Jharkhand,DEOGHAR,Autumn     ,Rice,1.223205014
Jharkhand,DEOGHAR,Rabi       ,Wheat,8.047863584
Jharkhand,DEOGHAR,Winter     ,Rice,7.432025933
Jharkhand,DHANBAD,Autumn     ,Rice,1.860457328
Jharkhand,DHANBAD,Rabi       ,Wheat,6.902617932
Jharkhand,DHANBAD,Winter     ,Rice,8.694738606
Jharkhand,DUMKA,Autumn     ,Rice,1.725645305
